nombre,peso,altura
Darrick Martin,77.1107029,180.34
Darrin Hancock,92.98643585,200.66
Darryl Dawkins,113.8516849,210.82
Darryl Johnson,77.1107029,185.42
Darryl Watkins,117.0268315,210.82
Darvin Ham,99.7903214,200.66
Darwin Cook,83.46099608,190.5
Dave Batton,108.8621688,208.28
Dave Bing,81.6466266,190.5
Dave Britton,81.6466266,193.04
Dave Budd,92.98643585,198.12
Dave Corzine,113.3980925,210.82
Dave Cowens,104.3262451,205.74
Dave DeBusschere,99.7903214,198.12
Dave Deutsch,77.1107029,185.42
Dave Fedor,86.1825503,198.12
Dave Feitl,106.594207,210.82
Dave Gambee,97.52235955,198.12
Dave Greenwood,100.6975061,205.74
Dave Gunther,86.1825503,200.66
Dave Henderson,88.45051215,195.58
Dave Hoppen,106.594207,210.82
Dave Jamerson,86.1825503,195.58
Dave Johnson,95.2543977,200.66
Dave Lattin,102.0582833,198.12
Dave Magley,91.62565874,203.2
Dave Meyers,97.52235955,203.2
Dave Newmark,108.8621688,213.36
Dave Piontek,104.3262451,198.12
Dave Popson,99.7903214,208.28
Dave Robisch,106.594207,208.28
Dave Schellhase,92.98643585,190.5
Dave Scholz,99.7903214,203.2
Dave Sorenson,102.0582833,203.2
Dave Stallworth,90.718474,200.66
Dave Twardzik,79.37866475,185.42
Dave Wohl,83.91458845,187.96
Dave Zeller,79.37866475,185.42
David Andersen,111.1301307,210.82
David Benoit,99.7903214,203.2
David Burns,81.6466266,187.96
David Cooke,104.3262451,203.2
David Harrison,127.0058636,213.36
David Lee,112.9445001,205.74
David Noel,104.3262451,198.12
David Pope,99.7903214,200.66
David Rivers,77.1107029,182.88
David Robinson,106.594207,215.9
David Thirdkill,88.45051215,200.66
David Thompson,88.45051215,193.04
David Vanterpool,90.718474,195.58
David Vaughn,108.8621688,205.74
David Wesley,86.1825503,182.88
David West,108.8621688,205.74
David Wingate,83.91458845,195.58
David Wood,102.965468,205.74
DeAndre Jordan,113.3980925,210.82
DeAndre Liggins,94.80080533,198.12
DeJuan Blair,120.2019781,200.66
DeJuan Wheat,74.84274105,182.88
DeMar DeRozan,99.7903214,200.66
DeMarco Johnson,111.1301307,205.74
DeMarcus Cousins,122.4699399,210.82
DeMarcus Nelson,90.718474,193.04
DeMarre Carroll,96.16158244,203.2
DeQuan Jones,100.2439138,203.2
DeSagana Diop,136.077711,213.36
DeShawn Stevenson,95.2543977,195.58
DeWayne Scales,94.34721296,203.2
Dean Garrett,102.0582833,208.28
Dean Meminger,79.37866475,182.88
Dean Oliver,81.6466266,180.34
Dean Tolson,86.1825503,203.2
Dedric Willoughby,81.6466266,190.5
Dee Brown,83.91458845,182.88
Dee Brown,72.5747792,185.42
Del Beshore,74.84274105,180.34
Delaney Rudd,81.6466266,187.96
Dell Curry,86.1825503,193.04
Dell Demps,92.98643585,190.5
Delonte West,81.6466266,193.04
Demetris Nichols,97.97595192,203.2
Deng Gai,113.3980925,205.74
Dennis Awtrey,106.594207,208.28
Dennis Bell,83.91458845,195.58
Dennis Boyd,79.37866475,185.42
Dennis DuVal,79.37866475,190.5
Dennis Hamilton,95.2543977,203.2
Dennis Hopson,90.718474,195.58
Dennis Horner,104.3262451,205.74
Dennis Johnson,83.91458845,193.04
Dennis Nutt,77.1107029,187.96
Dennis Rodman,95.2543977,200.66
Dennis Schr̦der,76.20351816,185.42
Dennis Scott,103.8726527,203.2
Dennis Stewart,99.7903214,198.12
DerMarr Johnson,91.17206637,205.74
Derek Anderson,87.99691978,195.58
Derek Fisher,90.718474,185.42
Derek Grimm,104.3262451,205.74
Derek Harper,83.91458845,193.04
Derek Hood,100.6975061,203.2
Derek Smith,92.98643585,198.12
Derek Strong,99.7903214,203.2
Deron Williams,95.2543977,190.5
Derrek Dickey,98.88313666,200.66
Derrick Alston,102.0582833,210.82
Derrick Brown,102.0582833,200.66
Derrick Byars,99.7903214,200.66
Derrick Caracter,124.7379018,205.74
Derrick Chievous,88.45051215,200.66
Derrick Coleman,104.3262451,208.28
Derrick Dial,83.46099608,193.04
Derrick Favors,111.583723,208.28
Derrick Gervin,90.718474,203.2
Derrick McKey,92.98643585,205.74
Derrick Phelps,82.10021897,193.04
Derrick Rose,86.1825503,190.5
Derrick Rowland,88.45051215,195.58
Derrick Williams,109.3157612,203.2
Derrick Zimmerman,88.45051215,190.5
Desmon Farmer,99.7903214,195.58
Desmond Ferguson,92.07925111,200.66
Desmond Mason,101.6046909,200.66
Desmond Penigar,111.1301307,200.66
Detlef Schrempf,97.06876718,205.74
Devean George,99.7903214,203.2
Devin Brown,99.7903214,195.58
Devin Durrant,90.718474,200.66
Devin Ebanks,97.52235955,205.74
Devin Gray,108.8621688,200.66
Devin Green,95.2543977,200.66
Devin Harris,83.91458845,190.5
Dewayne Dedmon,115.6660544,213.36
Dexter Boney,83.91458845,193.04
Dexter Cambridge,101.6046909,200.66
Dexter Pittman,139.70645,210.82
Dexter Shouse,90.718474,187.96
Diante Garrett,86.1825503,193.04
Dick Atha,86.1825503,187.96
Dick Barnett,86.1825503,193.04
Dick Cunningham,111.1301307,208.28
Dick Duckett,83.91458845,185.42
Dick Farley,86.1825503,193.04
Dick Garmaker,90.718474,190.5
Dick Garrett,83.91458845,190.5
Dick Gibbs,95.2543977,195.58
Dick Hemric,99.7903214,198.12
Dick McGuire,81.6466266,182.88
Dick Miller,97.52235955,198.12
Dick Ricketts,97.52235955,200.66
Dick Rosenthal,92.98643585,195.58
Dick Schnittker,90.718474,195.58
Dick Snyder,93.89362059,195.58
Dick Van Arsdale,95.2543977,195.58
Dickey Simpkins,112.4909078,205.74
Didier Ilunga-Mbenga,111.1301307,213.36
Dijon Thompson,88.45051215,200.66
Dikembe Mutombo,111.1301307,218.44
Dino Radja,102.0582833,210.82
Dion Glover,103.4190604,195.58
Dion Waiters,95.2543977,193.04
Dionte Christmas,92.98643585,195.58
Dirk Minniefield,81.6466266,190.5
Dirk Nowitzki,107.5013917,213.36
Doc Rivers,83.91458845,193.04
Dolph Schayes,88.45051215,200.66
Dominic McGuire,99.7903214,205.74
Dominic Pressley,77.1107029,187.96
Dominique Jones,97.52235955,193.04
Dominique Wilkins,90.718474,200.66
Don Adams,95.2543977,198.12
Don Anielak,86.1825503,200.66
Don Barksdale,90.718474,198.12
Don Bielke,108.8621688,200.66
Don Buse,86.1825503,193.04
Don Chaney,95.2543977,195.58
Don Collins,86.1825503,198.12
Don Ford,97.52235955,205.74
Don Henriksen,102.0582833,200.66
Don Kojis,97.52235955,195.58
Don MacLean,106.594207,208.28
Don May,90.718474,193.04
Don Nelson,95.2543977,198.12
Don Ohl,86.1825503,190.5
Don Reid,113.3980925,203.2
Don Savage,92.98643585,190.5
Don Smith,72.5747792,182.88
Don Sunderlage,81.6466266,185.42
Donald Hodge,104.3262451,213.36
Donald Royal,95.2543977,203.2
Donald Sloan,92.98643585,190.5
Donald Whiteside,72.5747792,177.8
Donatas Motiejunas,100.6975061,213.36
Donell Taylor,81.6466266,198.12
Donnell Harvey,99.7903214,203.2
Donnie Boyce,88.90410452,195.58
Donnie Butcher,90.718474,187.96
Donnie Freeman,83.91458845,190.5
Donny Marshall,104.3262451,200.66
Donta Smith,97.52235955,200.66
Dontae' Jones,99.7903214,203.2
Donte Greene,102.5118756,210.82
Dontell Jefferson,88.45051215,195.58
Dontonio Wingfield,116.1196467,203.2
Donyell Marshall,98.88313666,205.74
Dorell Wright,90.718474,200.66
Dorie Murrey,97.52235955,203.2
Doron Lamb,95.2543977,193.04
Doug Bolstorff,88.45051215,193.04
Doug Christie,90.718474,198.12
Doug Collins,81.6466266,198.12
Doug Edwards,99.7903214,200.66
Doug Kistler,95.2543977,205.74
Doug Lee,90.718474,195.58
Doug Overton,86.1825503,190.5
Doug Roth,115.6660544,210.82
Doug Sims,88.45051215,200.66
Doug Smith,99.7903214,208.28
Doug West,90.718474,198.12
Dragan Tarlac,117.9340162,208.28
Draymond Green,104.3262451,200.66
Drazen Petrovic,88.45051215,195.58
Drew Barry,86.63614267,195.58
Drew Gooden,104.3262451,208.28
Duane Causwell,108.8621688,213.36
Duane Cooper,83.91458845,185.42
Duane Ferrell,94.80080533,200.66
Duane Washington,88.45051215,193.04
Duck Williams,81.6466266,187.96
Dudley Bradley,88.45051215,198.12
Dwayne Jones,113.3980925,210.82
Dwayne McClain,83.91458845,198.12
Dwayne Morton,88.45051215,200.66
Dwayne Polee,81.6466266,195.58
Dwayne Schintzius,117.9340162,215.9
Dwayne Whitfield,108.8621688,205.74
Dwight Anderson,83.91458845,190.5
Dwight Buycks,86.1825503,190.5
Dwight Davis,99.7903214,203.2
Dwight Howard,108.8621688,210.82
Dwight Jones,95.2543977,208.28
Dwight Waller,99.7903214,198.12
Dwyane Wade,96.16158244,193.04
Dyron Nix,95.2543977,200.66
E'Twaun Moore,86.63614267,193.04
E.C. Coleman,102.0582833,203.2
Earl Barron,111.1301307,213.36
Earl Boykins,61.23496995,165.1
Earl Clark,102.0582833,208.28
Earl Cureton,95.2543977,205.74
Earl Evans,91.62565874,203.2
Earl Jones,95.2543977,213.36
Earl Lloyd,90.718474,195.58
Earl Monroe,83.91458845,190.5
Earl Tatum,83.91458845,195.58
Earl Watson,88.45051215,185.42
Earl Williams,104.3262451,200.66
Earnie Killum,81.6466266,190.5
Ed Biedenbach,79.37866475,185.42
Ed Burton,102.0582833,198.12
Ed Conlin,90.718474,195.58
Ed Davis,102.0582833,208.28
Ed Fleming,85.72895793,190.5
Ed Gray,95.2543977,190.5
Ed Horton,104.3262451,203.2
Ed Kalafat,111.1301307,198.12
Ed Macauley,83.91458845,203.2
Ed Manning,95.2543977,200.66
Ed Nealy,107.9549841,200.66
Ed O'Bannon,100.6975061,203.2
Ed Pinckney,88.45051215,205.74
Ed Rains,86.1825503,200.66
Ed Ratleff,88.45051215,198.12
Ed Searcy,95.2543977,198.12
Ed Sherod,77.1107029,187.96
Ed Stokes,119.7483857,213.36
Eddie Basden,97.52235955,195.58
Eddie Gill,86.1825503,182.88
Eddie Griffin,99.7903214,208.28
Eddie House,81.6466266,185.42
Eddie Hughes,74.84274105,177.8
Eddie Johnson,81.6466266,187.96
Eddie Johnson,97.52235955,200.66
Eddie Jones,86.1825503,198.12
Eddie Jordan,77.1107029,185.42
Eddie Lee Wilkins,99.7903214,208.28
Eddie Mast,99.7903214,205.74
Eddie Miles,88.45051215,193.04
Eddie Owens,95.2543977,200.66
Eddie Phillips,102.0582833,200.66
Eddie Robinson,95.2543977,203.2
Eddy Curry,133.8097492,213.36
Edgar Jones,102.0582833,208.28
Edmund Lawrence,103.4190604,213.36
Eduardo Najera,108.8621688,203.2
Edwin Ubiles,92.53284348,198.12
Efthimi Rentzias,113.3980925,210.82
Ekpe Udoh,108.8621688,208.28
Elden Campbell,97.52235955,210.82
Eldridge Recasner,86.1825503,190.5
Elgin Baylor,102.0582833,195.58
Elias Harris,108.4085764,203.2
Elliot Perry,68.0388555,182.88
Elliot Williams,81.6466266,195.58
Elmer Bennett,77.1107029,182.88
Elmore Smith,113.3980925,213.36
Elmore Spencer,122.4699399,213.36
Elston Turner,86.1825503,195.58
Elton Brand,124.7379018,203.2
Elvin Hayes,106.594207,205.74
Em Bryant,79.37866475,185.42
Emanual Davis,88.45051215,193.04
Emeka Okafor,114.3052772,208.28
Enes Kanter,118.8412009,210.82
Ennis Whatley,80.28584949,190.5
Eric Anderson,99.7903214,205.74
Eric Bledsoe,86.1825503,185.42
Eric Dawson,113.3980925,205.74
Eric Fernsten,92.98643585,208.28
Eric Gordon,97.52235955,193.04
Eric Johnson,92.98643585,187.96
Eric Leckner,120.2019781,210.82
Eric Maynor,79.37866475,190.5
Eric McWilliams,90.718474,203.2
Eric Mobley,106.594207,210.82
Eric Money,77.1107029,182.88
Eric Montross,122.4699399,213.36
Eric Murdock,86.1825503,185.42
Eric Piatkowski,97.52235955,200.66
Eric Riley,111.1301307,213.36
Eric Snow,86.1825503,190.5
Eric Washington,86.1825503,193.04
Eric White,90.718474,203.2
Eric Williams,99.7903214,203.2
Erick Barkley,80.28584949,185.42
Erick Dampier,120.2019781,210.82
Erick Strickland,95.2543977,190.5
Erik Daniels,97.06876718,203.2
Erik Murphy,104.3262451,208.28
Ernest Brown,110.6765383,213.36
Ernie Barrett,81.6466266,190.5
Ernie Beck,86.1825503,193.04
Ernie DiGregorio,81.6466266,182.88
Ernie Grunfeld,95.2543977,198.12
Ernie Vandeweghe,88.45051215,190.5
Ersan Ilyasova,106.594207,205.74
Ervin Johnson,111.1301307,210.82
Erwin Mueller,104.3262451,203.2
Essie Hollis,88.45051215,198.12
Esteban Batista,122.4699399,208.28
Etan Thomas,116.1196467,205.74
Etdrick Bohannon,99.7903214,205.74
Eugene Jeter,79.37866475,180.34
Evan Eschmeyer,115.6660544,210.82
Evan Fournier,86.1825503,198.12
Evan Turner,92.98643585,200.66
Everette Stephens,79.37866475,187.96
Evers Burns,117.9340162,203.2
Evric Gray,106.594207,200.66
Fab Melo,115.6660544,213.36
Fabricio Oberto,111.1301307,208.28
Fat Lever,77.1107029,190.5
Fatty Taylor,79.37866475,182.88
Felipe Lopez,90.26488163,195.58
Felton Spencer,120.2019781,213.36
Fennis Dembo,97.52235955,195.58
Fernando Martin,99.7903214,205.74
Festus Ezeli,115.6660544,210.82
Flynn Robinson,83.91458845,185.42
Foots Walker,78.01788764,182.88
Forest Able,81.6466266,190.5
Forrest McKenzie,90.718474,200.66
Francisco Elson,106.594207,213.36
Francisco Garcia,88.45051215,200.66
Frank Brickowski,108.8621688,205.74
Frank Johnson,83.91458845,185.42
Frank Kendrick,89.81128926,198.12
Frank Kornet,102.0582833,205.74
Frank Oleynick,83.91458845,187.96
Frank Radovich,106.594207,203.2
Frank Ramsey,86.1825503,190.5
Frank Russell,81.6466266,190.5
Frank Schade,77.1107029,185.42
Frank Selvy,81.6466266,190.5
Frank Williams,96.16158244,190.5
Frankie Brian,81.6466266,185.42
Frankie King,83.91458845,185.42
Frankie Sanders,90.718474,198.12
Franklin Edwards,77.1107029,185.42
Fred Brown,82.55381134,190.5
Fred Carter,83.91458845,190.5
Fred Christ,95.2543977,193.04
Fred Cofield,86.1825503,190.5
Fred Diute,95.2543977,190.5
Fred Foster,95.2543977,195.58
Fred Hetzel,99.7903214,203.2
Fred Hilton,83.91458845,190.5
Fred Hoiberg,92.07925111,193.04
Fred Jones,95.2543977,193.04
Fred LaCour,95.2543977,195.58
Fred Roberts,98.88313666,208.28
Fred Saunders,95.2543977,200.66
Fred Scolari,81.6466266,177.8
Fred Taylor,81.6466266,195.58
Fred Vinson,86.1825503,193.04
Freddie Boyd,81.6466266,187.96
Freddie Crawford,85.72895793,193.04
Freddie Lewis,79.37866475,182.88
Freeman Williams,86.1825503,193.04
Gabe Pruitt,77.1107029,193.04
Gail Goodrich,77.1107029,185.42
Gal Mekel,86.63614267,190.5
Gani Lawal,106.1406146,205.74
Gar Heard,99.33672903,198.12
Garfield Smith,106.594207,205.74
Garret Siler,138.3456729,210.82
Garrett Temple,86.1825503,198.12
Garry Witts,86.1825503,200.66
Garth Joseph,142.8815966,218.44
Gary Alcorn,102.0582833,205.74
Gary Alexander,108.8621688,200.66
Gary Bergen,95.2543977,203.2
Gary Bradds,95.2543977,203.2
Gary Brokaw,80.73944186,193.04
Gary Forbes,99.7903214,200.66
Gary Freeman,95.2543977,205.74
Gary Garland,81.6466266,193.04
Gary Grant,83.91458845,190.5
Gary Gray,83.91458845,185.42
Gary Gregor,102.0582833,200.66
Gary Hill,83.91458845,193.04
Gary Leonard,113.3980925,215.9
Gary Melchionni,83.91458845,187.96
Gary Neal,95.2543977,193.04
Gary Payton,81.6466266,193.04
Gary Phillips,85.72895793,190.5
Gary Plummer,97.52235955,205.74
Gary Suiter,102.0582833,205.74
Gary Trent,113.3980925,203.2
Gary Voce,108.8621688,205.74
Gary Zeller,92.98643585,190.5
Gaylon Nickerson,86.1825503,190.5
Geert Hammink,118.8412009,213.36
Gene Banks,97.52235955,200.66
Gene Conley,102.0582833,203.2
Gene Guarilia,99.7903214,195.58
Gene Short,90.718474,198.12
Gene Shue,77.1107029,187.96
Gene Tormohlen,104.3262451,203.2
Gene Wiley,95.2543977,208.28
Geno Carlisle,81.6466266,190.5
Geoff Crompton,127.0058636,210.82
Geoff Huston,79.37866475,187.96
Geoff Petrie,86.1825503,193.04
George Blaney,79.37866475,185.42
George Bon Salle,99.7903214,203.2
George Brown,86.1825503,198.12
George Carter,95.2543977,193.04
George Dempsey,86.1825503,187.96
George Gervin,81.6466266,200.66
George Hill,81.6466266,187.96
George Johnson,95.2543977,200.66
George Johnson,92.98643585,210.82
George Johnson,111.1301307,210.82
George Karl,83.91458845,187.96
George King,79.37866475,182.88
George Lee,90.718474,193.04
George Lehmann,81.6466266,182.88
George Lynch,98.88313666,203.2
George McCloud,92.98643585,198.12
George McGinnis,106.594207,203.2
George Mikan,111.1301307,208.28
George Patterson,104.3262451,203.2
George Ratkovicz,99.7903214,198.12
George Reynolds,88.45051215,193.04
George Thompson,90.718474,187.96
George Trapp,92.98643585,203.2
George Wilson,102.0582833,203.2
George Yardley,86.1825503,195.58
George Zidek,113.3980925,213.36
Georgi Glouchkov,106.594207,203.2
Gerald Brown,95.2543977,193.04
Gerald Fitch,85.27536556,190.5
Gerald Glass,100.2439138,195.58
Gerald Green,90.718474,203.2
Gerald Henderson,79.37866475,187.96
Gerald Henderson,97.52235955,195.58
Gerald Madkins,90.718474,193.04
Gerald Paddio,92.98643585,200.66
Gerald Wallace,97.52235955,200.66
Gerald Wilkins,83.91458845,198.12
Gerard King,104.3262451,205.74
Gerry Ward,88.45051215,193.04
Gheorghe Muresan,137.4384881,231.14
Giannis Antetokounmpo,95.2543977,205.74
Gil McGregor,108.8621688,203.2
Gilbert Arenas,86.63614267,190.5
Glen Davis,131.0881949,205.74
Glen Gondrezick,98.88313666,198.12
Glen Rice,93.44002822,198.12
Glen Rice,97.52235955,200.66
Glenn Hagan,77.1107029,182.88
Glenn Hansen,92.98643585,193.04
Glenn McDonald,86.1825503,198.12
Glenn Mosley,88.45051215,203.2
Glenn Robinson,102.0582833,200.66
God Shammgod,76.65711053,182.88
Goo Kennedy,92.98643585,195.58
Goran Dragic,81.6466266,193.04
Gordan Giricek,95.2543977,198.12
Gordon Hayward,93.89362059,203.2
Gorgui Dieng,111.1301307,210.82
Grady O'Malley,92.98643585,195.58
Grant Gondrezick,92.98643585,195.58
Grant Hill,102.0582833,203.2
Grant Long,102.0582833,203.2
Granville Waiters,102.0582833,210.82
Greg Anderson,104.3262451,208.28
Greg Anthony,79.83225712,182.88
Greg Ballard,97.52235955,200.66
Greg Buckner,95.2543977,193.04
Greg Bunch,86.1825503,198.12
Greg Butler,108.8621688,210.82
Greg Deane,86.1825503,193.04
Greg Dreiling,113.3980925,215.9
Greg Fillmore,108.8621688,215.9
Greg Foster,108.8621688,210.82
Greg Graham,78.92507238,193.04
Greg Grant,63.5029318,170.18
Greg Griffin,86.1825503,200.66
Greg Howard,97.52235955,205.74
Greg Hyder,97.52235955,198.12
Greg Jackson,81.6466266,182.88
Greg Kelser,86.1825503,200.66
Greg Kite,113.3980925,210.82
Greg Lee,86.1825503,190.5
Greg Minor,95.2543977,198.12
Greg Monroe,114.7588696,210.82
Greg Oden,113.3980925,213.36
Greg Ostertag,127.0058636,218.44
Greg Smith,88.45051215,195.58
Greg Smith,113.3980925,208.28
Greg Stiemsma,117.9340162,210.82
Greg Stokes,99.7903214,208.28
Greg Sutton,77.1107029,187.96
Greivis Vasquez,90.718474,198.12
Guillermo Diaz,87.08973504,187.96
Gundars Vetra,88.45051215,198.12
Gus Bailey,83.91458845,195.58
Gus Gerard,90.718474,203.2
Gus Johnson,104.3262451,198.12
Gus Williams,79.37866475,187.96
Gustavo Ayon,113.3980925,208.28
Guy Morgan,92.98643585,203.2
Guy Rodgers,83.91458845,182.88
Guy Rucker,120.2019781,210.82
Guy Sparrow,98.88313666,198.12
Guy Williams,90.718474,205.74
Ha Seung-Jin,138.3456729,220.98
Hakeem Olajuwon,115.6660544,213.36
Hakim Warrick,99.33672903,205.74
Hal Greer,79.37866475,187.96
Hal Lear,73.93555631,182.88
Hamady N'Diaye,106.594207,213.36
Hamed Haddadi,115.212462,218.44
Hank Finkel,108.8621688,213.36
Hank McDowell,97.52235955,205.74
Hanno Mottola,112.0373154,210.82
Happy Hairston,102.0582833,200.66
Harold Ellis,90.718474,195.58
Harold Fox,79.37866475,187.96
Harold Jamison,117.9340162,203.2
Harold Keeling,83.91458845,193.04
Harold Miner,95.2543977,195.58
Harold Pressley,95.2543977,200.66
Harrison Barnes,95.2543977,203.2
Harry Barnes,92.98643585,190.5
Harry Davis,99.7903214,200.66
Harry Gallatin,95.2543977,198.12
Harthorne Wingo,95.2543977,198.12
Harvey Catchings,98.88313666,205.74
Harvey Grant,88.45051215,203.2
Harvey Marlatt,83.91458845,190.5
Hasheem Thabeet,119.2947933,220.98
Hassan Adams,99.7903214,193.04
Hassan Whiteside,106.594207,213.36
Hawkeye Whitney,106.594207,195.58
Haywoode Workman,81.6466266,187.96
Hedo Turkoglu,99.7903214,208.28
Henry Akin,102.0582833,208.28
Henry Bibby,83.91458845,185.42
Henry Dickerson,86.1825503,193.04
Henry James,99.7903214,203.2
Henry Sims,111.1301307,208.28
Henry Turner,90.718474,200.66
Henry Ward,88.45051215,193.04
Herb White,88.45051215,187.96
Herb Williams,109.7693535,208.28
Herm Gilliam,86.1825503,190.5
Herm Hedderick,77.1107029,195.58
Hersey Hawkins,86.1825503,190.5
Hilton Armstrong,106.594207,210.82
Hiram Fuller,108.8621688,205.74
Hollis Copeland,81.6466266,198.12
Hollis Thompson,93.44002822,203.2
Horace Grant,97.52235955,208.28
Horace Jenkins,81.6466266,185.42
Horace Walker,95.2543977,190.5
Horacio Llamas Grey,129.2738255,210.82
Hot Rod Hundley,83.91458845,193.04
Hot Rod Williams,97.52235955,210.82
Howard Carter,97.52235955,195.58
Howard Eisley,80.28584949,187.96
Howard Komives,83.91458845,185.42
Howard Nathan,79.37866475,180.34
Howard Porter,99.7903214,203.2
Howard Wood,106.594207,200.66
Howard Wright,99.7903214,203.2
Howie Carl,72.5747792,175.26
Howie Jolliff,98.88313666,200.66
Howie Montgomery,99.7903214,195.58
Hub Reed,97.52235955,205.74
Hubert Davis,83.00740371,195.58
Hubie White,92.98643585,193.04
Hutch Jones,86.1825503,203.2
Ian Clark,79.37866475,190.5
Ian Lockhart,108.8621688,203.2
Ian Mahinmi,104.3262451,210.82
Ibo Kutluay,90.718474,198.12
Igor Rakocevic,83.00740371,190.5
Ike Diogu,113.3980925,203.2
Iman Shumpert,96.16158244,195.58
Ime Udoka,97.52235955,198.12
Ira Bowman,88.45051215,195.58
Ira Newble,99.7903214,200.66
Ira Terrell,90.718474,203.2
Irv Bemoras,83.91458845,190.5
Irv Kiffin,102.0582833,205.74
Irving Thomas,102.0582833,203.2
Isaac Austin,115.6660544,208.28
Isaac Fontaine,95.2543977,193.04
Isaiah Canaan,85.27536556,182.88
Isaiah Morris,103.8726527,203.2
Isaiah Rider,97.52235955,195.58
Isaiah Thomas,83.91458845,175.26
Isaiah Wilson,79.37866475,187.96
Ishmael Smith,79.37866475,182.88
Isiah Thomas,81.6466266,185.42
Ivan Johnson,104.3262451,203.2
Ivan McFarlin,108.8621688,203.2
Ivano Newbill,111.1301307,205.74
J.J. Anderson,88.45051215,203.2
J.J. Hickson,109.7693535,205.74
J.J. Redick,86.1825503,193.04
J.R. Bremer,83.91458845,187.96
J.R. Giddens,97.52235955,195.58
J.R. Henderson,102.5118756,203.2
J.R. Reid,112.0373154,205.74
J.R. Smith,99.7903214,198.12
JaJuan Johnson,100.2439138,208.28
JaVale McGee,107.5013917,213.36
Jabari Smith,113.3980925,210.82
Jack Coleman,88.45051215,200.66
Jack Foley,77.1107029,190.5
Jack George,86.1825503,187.96
Jack Givens,92.98643585,195.58
Jack Haley,108.8621688,208.28
Jack Marin,90.718474,200.66
Jack McMahon,83.91458845,185.42
Jack Nichols,100.6975061,200.66
Jack Parr,99.7903214,205.74
Jack Sikma,104.3262451,210.82
Jack Stephens,83.91458845,190.5
Jack Turner,77.1107029,193.04
Jack Turner,90.718474,195.58
Jack Twyman,95.2543977,198.12
Jackie Butler,113.3980925,208.28
Jackie Dinkins,95.2543977,195.58
Jackie Moore,81.6466266,195.58
Jackie Moreland,97.52235955,200.66
Jackie Ridgle,88.45051215,193.04
Jackie Robinson,95.2543977,198.12
Jackson Vroman,99.7903214,208.28
Jacky Dorsey,104.3262451,200.66
Jacque Vaughn,86.1825503,185.42
Jae Crowder,108.8621688,200.66
Jahidi White,131.5417873,205.74
Jake Ford,81.6466266,190.5
Jake Jones,81.6466266,190.5
Jake Tsakalidis,129.2738255,218.44
Jake Voskuhl,111.1301307,210.82
Jalen Rose,95.2543977,203.2
Jamaal Franklin,86.63614267,195.58
Jamaal Magloire,117.4804238,210.82
Jamaal Tinsley,88.45051215,190.5
Jamaal Wilkes,86.1825503,198.12
Jamal Crawford,83.91458845,198.12
Jamal Mashburn,108.8621688,203.2
Jamal Robinson,96.16158244,200.66
Jamal Sampson,106.594207,210.82
Jamario Moon,92.98643585,203.2
Jameer Nelson,86.1825503,182.88
Jamel Thomas,97.52235955,198.12
James Anderson,97.52235955,198.12
James Augustine,106.594207,208.28
James Bailey,99.7903214,205.74
James Blackwell,86.1825503,182.88
James Collins,88.90410452,193.04
James Cotton,99.7903214,195.58
James Donaldson,124.7379018,218.44
James Edwards,102.0582833,213.36
James Harden,99.7903214,195.58
James Hardy,99.7903214,203.2
James Johnson,111.1301307,205.74
James Jones,102.0582833,203.2
James Lang,129.2738255,208.28
James Nunnally,92.98643585,200.66
James Posey,97.52235955,203.2
James Ray,97.52235955,203.2
James Robinson,81.6466266,187.96
James Scott,81.6466266,198.12
James Silas,81.6466266,185.42
James Singleton,97.97595192,203.2
James Southerland,97.52235955,203.2
James Thomas,106.594207,203.2
James White,90.718474,200.66
James Wilkes,88.45051215,200.66
James Worthy,102.0582833,205.74
JamesOn Curry,86.1825503,190.5
Jamie Feick,115.6660544,205.74
Jamie Waller,97.52235955,193.04
Jamie Watson,86.1825503,200.66
Jamison Brewer,83.46099608,193.04
Jan Van Breda Kolff,88.45051215,200.66
Jan Vesely,108.8621688,210.82
Jannero Pargo,79.37866475,185.42
Jared Cunningham,87.99691978,193.04
Jared Dudley,102.0582833,200.66
Jared Jeffries,104.3262451,210.82
Jared Reiner,115.6660544,210.82
Jared Sullinger,127.0058636,205.74
Jaren Jackson,86.1825503,193.04
Jarrett Jack,91.62565874,190.5
Jarron Collins,115.6660544,210.82
Jarvis Hayes,99.7903214,200.66
Jarvis Varnado,104.3262451,205.74
Jason Caffey,115.6660544,203.2
Jason Collier,117.9340162,213.36
Jason Collins,115.6660544,213.36
Jason Hart,83.91458845,190.5
Jason Kapono,96.61517481,203.2
Jason Kidd,92.98643585,193.04
Jason Lawson,108.8621688,210.82
Jason Maxiell,117.9340162,200.66
Jason Miskiri,79.37866475,187.96
Jason Richardson,99.7903214,198.12
Jason Sasser,102.0582833,200.66
Jason Smith,108.8621688,213.36
Jason Terry,79.83225712,187.96
Jason Thompson,113.3980925,210.82
Jason Williams,86.1825503,185.42
Javaris Crittenton,90.718474,195.58
Jawad Williams,98.88313666,205.74
Jawann Oldham,97.52235955,213.36
Jay Arnette,79.37866475,187.96
Jay Carty,99.7903214,203.2
Jay Edwards,83.91458845,193.04
Jay Guidinger,115.6660544,208.28
Jay Humphries,83.91458845,190.5
Jay Miller,92.98643585,195.58
Jay Murphy,99.7903214,205.74
Jay Taylor,86.1825503,190.5
Jay Vincent,99.7903214,200.66
Jay Williams,88.45051215,187.96
