Continent,Disturbance,Order,Family,Scientific name ,Common name ,FID
North America,Pedestrian,Ciconiiformes,Ardeidae,Egretta tricolor ,tricolored heron,24.09
North America,Motorized watercraft,Ciconiiformes,Ciconiidae,Mycteria americana,wood stork ,36.17
North America,Motorized watercraft,Ciconiiformes,Ciconiidae,Mycteria americana,wood stork ,26.47
North America,Motorized watercraft,Ciconiiformes,Threskiornithidae,Ajaia ajaja,roseate spoonbill ,44.98
North America,Motorized watercraft,Ciconiiformes,Threskiornithidae,Eudocimus albus ,white ibis,35.57
North America,Motorized watercraft,Ciconiiformes,Threskiornithidae,Eudocimus albus ,white ibis,42.15
North America,Motorized watercraft,Ciconiiformes,Threskiornithidae,Eudocimus albus ,white ibis,94
North America,Motorized watercraft,Ciconiiformes,Threskiornithidae,Plegadis falcinellus,glossy ibis ,85
North America,Pedestrian,Columbiformes,Columbidae ,Zenaida macroura ,mourning dove ,15.8
North America,Pedestrian,Columbiformes,Columbidae ,Zenaida macroura ,mourning dove ,23.8
North America,Pedestrian,Columbiformes,Columbidae ,Zenaida macroura ,mourning dove ,15.2
North America,Motorized vehicle,Falconiformes,Accipitridae,Aguila chrysaetos,golden eagle,82
North America,Pedestrian,Falconiformes,Accipitridae,Aguila chrysaetos,golden eagle,225
North America,Motorized vehicle,Falconiformes,Accipitridae,Buteo lagopus,rough-legged hawk,71
North America,Pedestrian,Falconiformes,Accipitridae,Buteo lagopus,rough-legged hawk,177
North America,Motorized vehicle,Falconiformes,Accipitridae,Buteo regalis,ferruginous hawk,195
North America,Pedestrian,Falconiformes,Accipitridae,Buteo regalis,ferruginous hawk,63
North America,Non-motorized watercraft,Falconiformes,Accipitridae,Haliaeetus leucocephalus,bald eagle,150
North America,Non-motorized watercraft,Falconiformes,Accipitridae,Haliaeetus leucocephalus,bald eagle,168
North America,Motorized watercraft,Falconiformes,Accipitridae,Haliaeetus leucocephalus,bald eagle,197
North America,Motorized watercraft,Falconiformes,Accipitridae,Haliaeetus leucocephalus ,bald eagle ,173
North America,Motorized watercraft,Falconiformes,Accipitridae ,Rostrhamus sociabilis,snail kite ,49
North America,Motorized vehicle,Falconiformes,Falconidae,Falco columbarius,merlin,62
North America,Pedestrian,Falconiformes,Falconidae,Falco columbarius,merlin,76
North America,Motorized vehicle,Falconiformes,Falconidae,Falco mexicanus,prairie falcon,85
North America,Pedestrian,Falconiformes,Falconidae,Falco mexicanus,prairie falcon,92
North America,Motorized vehicle,Falconiformes,Falconidae,Falco sparverius,American kestrel,40
North America,Pedestrian,Falconiformes,Falconidae,Falco sparverius,American kestrel,44
North America,Motorized watercraft,Falconiformes,Pandionidae,Pandion haliaetus,osprey ,57.91
North America,Motorized watercraft,Falconiformes,Pandionidae,Pandion haliaetus,osprey ,49.53
North America,Motorized watercraft,Falconiformes,Pandionidae,Pandion haliaetus ,osprey ,103
North America,Pedestrian,Passeriformes,Corvidae ,Aphelocoma californica ,western scrub-jay ,15.0
North America,Pedestrian,Passeriformes,Corvidae ,Aphelocomoa californica ,western scrub-jay ,15.8
North America,Pedestrian,Passeriformes,Corvidae ,Aphelocomoa californica ,western scrub-jay ,13.8
North America,Pedestrian,Passeriformes,Emberizidae,Melospiza melodia ,song sparrow ,8.3
North America,Pedestrian,Passeriformes,Emberizidae,Melospiza melodia ,song sparrow ,7.5
North America,Pedestrian,Passeriformes,Emberizidae,Pipilo maculatus ,spotted towhee ,9.4
North America,Pedestrian,Passeriformes,Emberizidae,Pipilo maculatus ,spotted towhee ,10.1
North America,Dog,Passeriformes,Emberizidae,Pooecetes gramineus,vesper sparrow,10.87
North America,Dog,Passeriformes,Emberizidae,Pooecetes gramineus,vesper sparrow,9.89
North America,Dog,Passeriformes,Emberizidae,Pooecetes gramineus,vesper sparrow,15.11
North America,Dog,Passeriformes,Emberizidae,Pooecetes gramineus,vesper sparrow,10.13
North America,Pedestrian,Passeriformes,Emberizidae,Pooecetes gramineus,vesper sparrow,16.95
North America,Pedestrian,Passeriformes,Emberizidae,Pooecetes gramineus,vesper sparrow,9.25
North America,Pedestrian,Passeriformes,Emberizidae ,Junco hyemalis ,dark-eyed junco ,8.9
North America,Pedestrian,Passeriformes,Emberizidae ,Melospiza melodia ,song sparrow ,8.2
North America,Pedestrian,Passeriformes,Emberizidae ,Pipilo crissalis,California towhee,11.9
North America,Pedestrian,Passeriformes,Emberizidae ,Pipilo crissalis,California towhee,13.9
North America,Pedestrian,Passeriformes,Emberizidae ,Pipilo crissalis ,California towhee,11.9
North America,Pedestrian,Passeriformes,Emberizidae ,Pipilo maculatus ,spotted towhee ,9.8
North America,Pedestrian,Passeriformes,Emberizidae ,Zonotrichia leucophrys ,white-crowned sparrow ,8.6
North America,Pedestrian,Passeriformes,Emberizidae ,Zonotrichia leucophrys ,white-crowned sparrow ,6.2
North America,Pedestrian,Passeriformes,Emberizidae ,Zonotrichia leucophrys ,white-crowned sparrow,8.6
North America,Pedestrian,Passeriformes,Fringillidae ,Carpodacus mexicanus ,house finch ,9.6
North America,Pedestrian,Passeriformes,Fringillidae ,Carpodacus mexicanus ,house finch ,10.8
North America,Pedestrian,Passeriformes,Fringillidae ,Passer domesticus ,house sparrow ,13.2
North America,Dog,Passeriformes,Icteridae,Sturnella neglecta,western meadowlark,33.5
North America,Dog,Passeriformes,Icteridae,Sturnella neglecta,western meadowlark,18.78
North America,Dog,Passeriformes,Icteridae,Sturnella neglecta,western meadowlark,36.71
North America,Dog,Passeriformes,Icteridae,Sturnella neglecta,western meadowlark,28.21
North America,Pedestrian,Passeriformes,Icteridae,Sturnella neglecta,western meadowlark,37.73
North America,Pedestrian,Passeriformes,Icteridae,Sturnella neglecta,western meadowlark,30.63
North America,Pedestrian,Passeriformes,Paridae,Baeolophus inornatus ,oak titmouse ,11.7
North America,Pedestrian,Passeriformes,Paridae,Baeolophus inornatus ,oak titmouse ,9.4
North America,Pedestrian,Passeriformes,Parulidae,Dendroica petechia,yellow warbler ,6.5
North America,Pedestrian,Passeriformes,Parulidae,Dendroica petechia,yellow warbler ,9.6
North America,Pedestrian,Passeriformes,Parulidae ,Dendroica coronata ,yellow-rumped warbler,8.0
North America,Pedestrian,Passeriformes,Parulidae ,Dendroica coronata ,yellow-rumped warbler,9.4
North America,Pedestrian,Passeriformes,Parulidae ,Dendroica coronata ,yellow-rumped warbler,9.4
North America,Pedestrian,Passeriformes,Timaliidae ,Chamaea fasciata ,wrentit ,5.0
North America,Pedestrian,Passeriformes,Turdidae,Turdus migratorius,American robin,11.7
North America,Pedestrian,Passeriformes,Turdidae,Turdus migratorius,American robin,10.8
North America,Pedestrian,Passeriformes,Turdidae,Turdus migratorius,American robin,7.0
North America,Pedestrian,Passeriformes,Turdidae,Turdus migratorius,American robin,7.0
North America,Pedestrian,Passeriformes,Turdidae,Turdus migratorius,American robin,10.0
North America,Pedestrian,Passeriformes,Turdidae,Turdus migratorius,American robin,8.7
North America,Pedestrian,Passeriformes,Turdidae,Turdus migratorius,American robin,6.2
North America,Pedestrian,Passeriformes,Turdidae,Turdus migratorius,American robin,5.7
North America,Pedestrian,Passeriformes,Turdidae ,Turdus migratorius ,American robin,11.8
North America,Pedestrian,Passeriformes,Turdidae ,Turdus migratorius ,American robin,9.1
North America,Pedestrian,Passeriformes,Turdidae ,Turdus migratorius ,American robin,11.2
North America,Dog,Passeriformes,Turdidae ,Turdus migratorius ,American robin,16.27
North America,Dog,Passeriformes,Turdidae ,Turdus migratorius ,American robin,9.82
North America,Pedestrian,Passeriformes,Turdidae ,Turdus migratorius ,American robin,13.74
North America,Pedestrian,Passeriformes,Turdidae ,Turdus migratorius ,American robin,9.61
North America,Motorized watercraft,Pelicaniformes,Anhingidae,Anhinga anhinga,anhinga ,53.16
North America,Motorized watercraft,Pelicaniformes,Anhingidae,Anhinga anhinga,anhinga ,44.51
North America,Motorized watercraft,Pelicaniformes,Anhingidae,Anhinga anhinga,anhinga ,108
North America,Motorized watercraft,Pelicaniformes,Anhingidae,Anhinga anhinga,anhinga ,37.4
North America,Motorized watercraft,Pelicaniformes,Pelicanidae,Pelecanus occidentalis,brown pelican ,52.8
North America,Motorized watercraft,Pelicaniformes,Pelicanidae,Pelecanus occidentalis,brown pelican ,47.11
North America,Motorized watercraft,Pelicaniformes,Pelicanidae,Pelecanus occidentalis,brown pelican ,34.48
North America,Pedestrian,Pelicaniformes,Pelicanidae,Pelecanus occidentalis,brown pelican ,27.38
North America,Motorized watercraft,Pelicaniformes,Phalacrocoracidae ,Phalacrocorax auritus,double-crested cormorant,42.76
North America,Motorized watercraft,Pelicaniformes,Phalacrocoracidae ,Phalacrocorax auritus,double-crested cormorant,49.45
North America,Motorized watercraft,Pelicaniformes,Phalacrocoracidae ,Phalacrocorax auritus,double-crested cormorant,152
North America,Pedestrian,Pelicaniformes,Phalacrocoracidae ,Phalacrocorax auritus,double-crested cormorant,31.27
North America,Pedestrian,Strigiformes,Strigidae,Strix occidentalis occidentalis,Mexican spotted owl,7.8
North America,Pedestrian,Strigiformes,Strigidae,Strix occidentalis occidentalis,Mexican spotted owl,3.1
North America,Pedestrian,Trochiliformes,Trochilidae ,Calypte anna ,Anna’s hummingbird ,6.7
North America,Pedestrian,Trochiliformes,Trochilidae ,Calypte anna ,Anna’s hummingbird ,7.2
Europe,Pedestrian,Charadriiformes,Scolopacidae,Numenius americanus ,long-billed curlew ,25.7
Europe,Pedestrian,Charadriiformes,Scolopacidae,Numenius phaeopus ,whimbrel ,37.7
Europe,Pedestrian,Passeriformes,Estrildidae,Neochmia temporalis ,red-browed finch,7.5
Europe,Pedestrian,Piciformes,Picidae ,Picus viridis ,Eurasian green woodpecker ,8.6
